player_pkey,Player,Team,Year,isOverseas,isBatsman,isBowler,isWicketKeeper,isCapped,UncappedAndPerformed,runs_per_match,matches_bat,strike_rate_bat,average_bat,wickets_per_match,matches_bowl,economy_rate,strike_rate_bowl,average_bowl,bat_powerplay,bat_death,bowl_powerplay,bowl_death,base,Amount
233,Tom Curran,Delhi Capitals,2021,1,1,1,0,1,0,12.58333333,48,134.5211581,18.875,1.238095238,84,9.256637168,25.14423077,16.29807692,48.27,264.6480612,15.6133356,11.9471831,1,5.25
233,Tom Curran,Rajasthan Royals,2020,1,1,1,0,1,0,12.58333333,48,134.5211581,18.875,1.238095238,84,9.256637168,25.14423077,16.29807692,48.27,264.6480612,15.6133356,11.9471831,1,1
101,Trent Boult,Rajasthan Royals,2022,1,0,1,0,1,0,1.142857143,7,100,2.666666667,1.365384615,52,8.619863014,23.63380282,16.45070423,0,47.41433333,13.96635544,13.3478503,2,8
206,Tushar Deshpande,Chennai Super Kings,2022,0,0,1,0,0,0,3.875,8,129.1666667,7.75,1.44,25,8.965779468,21.83333333,14.61111111,0,62.84288235,17.40682621,18.63040594,0.2,0.2
206,Tushar Deshpande,Delhi Capitals,2020,0,0,1,0,0,0,3.875,8,129.1666667,7.75,1.44,25,8.965779468,21.83333333,14.61111111,0,62.84288235,17.40682621,18.63040594,0.2,0.2
531,Tymal Mills,Mumbai Indians,2022,1,0,1,0,1,0,3.5,6,80.76923077,7,1.058823529,51,8.226315789,28.94444444,21.11111111,0,34.91852381,19.67112455,10.86031964,1,1.5
37,Umesh Yadav,Kolkata Knight Riders,2022,0,0,1,0,1,0,3.941176471,17,115.5172414,6.090909091,1.054054054,37,8.80964467,29.66666667,20.20512821,0,74.87856863,12.95430527,17.07153463,2,2
37,Umesh Yadav,Delhi Capitals,2021,0,0,1,0,1,0,3.941176471,17,115.5172414,6.090909091,1.054054054,37,8.80964467,29.66666667,20.20512821,0,74.87856863,12.95430527,17.07153463,1,1
2304,Utkarsh Singh,Punjab Kings,2021,0,1,1,0,0,0,18.30769231,13,127.2727273,21.63636364,1.055555556,18,6.276923077,17.89473684,17.10526316,72.02818182,27.832,20,0,0.2,0.2
2829,Vaibhav Arora,Punjab Kings,2022,0,0,1,0,0,0,0,2,0,0,2,5,6.803571429,12.7,11.2,0,0,4.465723613,0,0.2,2
2829,Vaibhav Arora,Kolkata Knight Riders,2021,0,0,1,0,0,0,0,2,0,0,2,5,6.803571429,12.7,11.2,0,0,4.465723613,0,0.2,0.2
163,Varun Aaron,Gujarat Titans,2022,0,0,1,0,0,0,2,11,32.35294118,3.142857143,1.066666667,30,9.252144082,28.09375,18.21875,0,9.479058824,18.83274021,10.28571429,0.5,0.5
164,Varun Chakaravarthy,Kolkata Knight Riders,2020,0,1,1,0,1,0,6.2,5,100,15.5,1.1,20,6.53164557,23.45454545,21.54545455,0,51.33225,18.03101666,13.91364903,1,4
1941,Venkatesh Iyer,Kolkata Knight Riders,2022,0,1,1,0,1,0,28.3,20,141.1471322,40.42857143,0.615384615,13,8.793103448,31.875,21.75,97.582,83.79125,0,0,2,8
99,Vijay Shankar,Gujarat Titans,2022,0,1,1,0,1,0,19.48076923,52,128.2278481,25.325,0.580645161,31,7.27482679,29.16666667,24.05555556,88.53482192,202.1058925,11.20118215,11.45454545,0.5,1.4
220,Virat Singh,Sunrisers Hyderabad,2020,0,1,0,0,0,0,35.03030303,33,137.947494,48.16666667,0.2,5,8.7,87,60,63.71337931,115.2552581,0,0,0.5,1.9
2096,Vishnu Vinod,Sunrisers Hyderabad,2022,0,0,0,1,0,0,27.45,20,135.8910891,32.29411765,0,2,7.578947368,0,0,0,63.16872727,0,0,0.2,0.5
2096,Vishnu Vinod,Delhi Capitals,2021,0,0,0,1,0,0,27.45,20,135.8910891,32.29411765,0,2,7.578947368,0,0,0,63.16872727,0,0,0.2,0.2
550,Wanindu Hasaranga,Royal Challengers Bangalore,2022,1,1,1,0,1,0,12.92,25,127.6679842,17,1.37037037,27,6.766423358,16.7027027,14.81081081,0,162.7959542,10.95652174,8.286563894,1,10.75
25,Washington Sundar,Sunrisers Hyderabad,2022,0,1,1,0,1,0,16.71428571,49,122.972973,22.75,0.728571429,70,6.755364807,30.8627451,27.41176471,96.968,137.3351224,15.11917979,10.35447617,1.5,8.75
68,Wriddhiman Saha,Gujarat Titans,2022,0,0,0,1,1,0,24.26666667,30,142.4657534,26.96296296,0,0,0,0,0,211.62125,67.461,0,0,1,1.9
2139,Writtick Chatterjee,Punjab Kings,2022,0,1,1,0,0,0,16.57894737,19,115.8088235,22.5,1.157894737,19,5.803030303,17.40909091,18,106.3569375,69.10216667,9.194968553,7.807228916,0.2,0.2
2267,Yash Dayal,Gujarat Titans,2022,0,0,1,0,0,0,2.5,4,76.92307692,10,0.916666667,12,7.264705882,22.45454545,18.54545455,0,0,7.686912962,13.84615385,0.2,3.2
230,Yashasvi Jaiswal,Rajasthan Royals,2020,0,1,1,0,0,1,17.875,8,115.3225806,17.875,0,1,7,0,0,83.21452941,0,0,0,1,2.4
2579,Yudhvir Charak,Mumbai Indians,2021,0,1,1,0,0,0,6,4,171.4285714,6,0.5,6,8.590909091,63,44,0,36.112,14.51612903,21.85714286,0.2,0.2
39,Yuzvendra Chahal,Rajasthan Royals,2022,0,0,1,0,1,0,1.2,10,35.29411765,2.4,1.097826087,92,7.809384164,26.36633663,20.25742574,0,23.55816667,14.15628452,12.0622609,2,6.5
