player_pkey,Player,Team,Year,isOverseas,isBatsman,isBowler,isWicketKeeper,isCapped,UncappedAndPerformed,runs_per_match,matches_bat,strike_rate_bat,average_bat,wickets_per_match,matches_bowl,economy_rate,strike_rate_bowl,average_bowl,bat_powerplay,bat_death,bowl_powerplay,bowl_death,base,Amount
640,Kyle Jamieson,Royal Challengers Bangalore,2021,1,1,1,0,1,0,12.57142857,14,143.0894309,25.14285714,1.516129032,31,7.852941176,18.93617021,14.46808511,0,126.7337753,11.59107522,10.05050942,2,15
701,Kyle Mayers,Lucknow Super Giants,2022,1,1,1,0,1,0,22.45454545,11,113.8248848,24.7,0.5,4,9,36,24,110.6631429,93.93733333,26.12903226,10.03539823,0.5,0.5
2903,Lalit Yadav,Delhi Capitals,2022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.65
2903,Lalit Yadav,Delhi Capitals,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
172,Liam Livingstone,Punjab Kings,2022,1,1,1,0,1,0,26.57142857,77,137.3154362,28.02739726,1.064516129,31,8.277185501,19.60606061,14.21212121,532.2286872,102.6006667,26.25,7.663892617,1,11.5
172,Liam Livingstone,Rajasthan Royals,2021,1,1,1,0,1,0,26.57142857,77,137.3154362,28.02739726,1.064516129,31,8.277185501,19.60606061,14.21212121,532.2286872,102.6006667,26.25,7.663892617,1,0.75
96,Lockie Ferguson,Gujarat Titans,2022,1,0,1,0,1,0,7,7,132.4324324,24.5,1.342857143,35,7.360509554,20.4893617,16.70212766,0,70.1962973,11.07118546,15.84093872,2,10
1902,Lukman Hussain Meriwala,Delhi Capitals,2021,0,0,1,0,0,0,2,3,150,6,1.642857143,28,6.87755102,14.65217391,12.7826087,0,67.748,6.066968726,13.86602871,0.2,0.2
49,Lungisani Ngidi,Delhi Capitals,2022,1,0,1,0,1,0,1.666666667,3,41.66666667,1.666666667,1.684210526,38,8.318877551,16.984375,12.25,0,17.166,12.72148545,10.13093336,0.5,0.5
2239,Luvnith Sisodia,Royal Challengers Bangalore,2022,0,0,0,1,0,0,13,13,119.0140845,13,0,0,0,0,0,101.1458264,0,0,0,0.2,0.2
239,M Siddharth,Delhi Capitals,2021,0,0,1,0,0,0,3.5,6,56.75675676,5.25,1.615384615,13,5.658536585,11.04761905,11.71428571,0,19.456,8.746716698,12.96691569,0.2,0.2
239,M Siddharth,Kolkata Knight Riders,2020,0,0,1,0,0,0,3.5,6,56.75675676,5.25,1.615384615,13,5.658536585,11.04761905,11.71428571,0,19.456,8.746716698,12.96691569,0.2,0.2
2154,M. Harisankar Reddy,Chennai Super Kings,2021,0,0,1,0,0,0,3.166666667,6,135.7142857,9.5,1.461538462,13,8.349809886,19.26315789,13.84210526,0,0,7.03255814,17.8202995,0.2,0.2
183,Mahipal Lomror,Royal Challengers Bangalore,2022,0,1,1,0,0,0,21.975,40,122.0833333,27.46875,0.090909091,22,6.782608696,130,115,76.242,123.5142537,18,18,0.4,0.95
159,Manan Vohra,Lucknow Super Giants,2022,0,1,0,0,0,0,29.45833333,24,138.0859375,32.13636364,0,0,0,0,0,86.28201695,0,0,0,0.2,0.2
162,Mandeep Singh,Delhi Capitals,2022,0,1,0,0,0,1,24.28070175,57,140.5076142,35.48717949,0.3,10,8.928571429,41.66666667,28,84.15639906,232.1899623,0,6,0.5,1.1
62,Manish Pandey,Lucknow Super Giants,2022,0,1,0,0,1,0,28.23529412,85,139.7786838,43.63636364,0,0,0,0,0,247.3325577,318.3118571,0,0,1,4.6
666,Marco Jansen,Sunrisers Hyderabad,2022,1,1,1,0,0,0,0,1,0,0,0.5,4,8.5,59.5,42,0,0,29.36842105,15.8961039,0.5,4.2
666,Marco Jansen,Mumbai Indians,2021,1,1,1,0,1,0,0,1,0,0,0.5,4,8.5,59.5,42,0,0,29.36842105,15.8961039,0.2,0.2
29,Marcus Stoinis,Delhi Capitals,2020,1,1,1,0,1,0,27.26470588,102,136.5243004,37.08,0.841269841,63,9.073482428,26.79245283,17.71698113,537.8042764,443.7574706,14.6723872,11.32644043,2,4.8
249,Mark Wood,Lucknow Super Giants,2022,1,0,1,0,1,0,5.428571429,7,100,12.66666667,1.266666667,15,8.770642202,25.15789474,17.21052632,0,64.2845,15.91695502,14.32044199,2,7.5
390,Matthew Wade,Gujarat Titans,2022,1,0,0,1,1,0,33.79545455,44,152.9835391,37.175,0,0,0,0,0,462.3313392,117.2950899,0,0,2,2.4
133,Mayank Markande,Mumbai Indians,2022,0,0,1,0,0,0,4.875,16,113.0434783,15.6,1,38,7.378064516,25.07894737,20.39473684,0,49.29,28.28571429,18.58562321,0.5,0.65
229,Mitchell Marsh,Delhi Capitals,2022,1,1,1,0,1,0,22.07317073,41,134.0740741,30.16666667,0.5,22,8.943396226,35.90909091,24.09090909,101.9868641,266.6830291,17.04781282,12.08135593,2,6.5
229,Mitchell Marsh,Sunrisers Hyderabad,2020,1,1,1,0,1,0,22.07317073,41,134.0740741,30.16666667,0.5,22,8.943396226,35.90909091,24.09090909,101.9868641,266.6830291,17.04781282,12.08135593,2,2
51,Mitchell Santner,Chennai Super Kings,2022,1,1,1,0,1,0,13.42222222,45,132.4561404,27.45454545,0.947368421,57,7.413309982,26.12962963,21.14814815,32.18028571,212.8727379,13.87355845,9.57815703,1,1.9
12,Moeen Ali,Chennai Super Kings,2021,1,1,1,0,1,0,24.98181818,55,158.8439306,29.23404255,0.75,52,8.456928839,28.94871795,20.53846154,253.7542634,218.8689091,14.11965534,12.64080605,2,7
75,Mohammad Nabi,Kolkata Knight Riders,2022,1,1,1,0,1,0,19.42718447,103,136.9609856,24.10843373,0.791304348,115,6.968892955,27.9010989,24.02197802,138.2414211,455.8076989,12.84705882,11.62376687,1,1
160,Mohammad Shami,Gujarat Titans,2022,0,0,1,0,1,0,1.666666667,6,90.90909091,3.333333333,1.243243243,37,8.840989399,27.19565217,18.45652174,0,25.749,16.73110721,10.81983916,2,6.25
2421,Mohammed Azharudeen,Royal Challengers Bangalore,2021,0,0,0,1,0,0,25.2,15,171.8181818,27,0,0,0,0,0,155.0475,90.74766667,0,0,0.2,0.2
2994,Mohd. Arshad Khan,Mumbai Indians,2022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
38,Mohit Sharma,Delhi Capitals,2020,0,0,1,0,0,0,2.833333333,6,80.95238095,8.5,0.611111111,18,9.70212766,55.27272727,34.18181818,0,31.11890909,15.27224267,24.41558442,0.2,0.5
203,Mohsin Khan,Lucknow Super Giants,2022,0,0,1,0,0,1,5.2,10,120.9302326,7.428571429,1.347826087,23,7.012658228,17.87096774,15.29032258,0,32.958,18.66666667,9.551020408,0.2,0.2
203,Mohsin Khan,Mumbai Indians,2020,0,0,1,0,0,0,5.2,10,120.9302326,7.428571429,1.347826087,23,7.012658228,17.87096774,15.29032258,0,32.958,18.66666667,9.551020408,0.2,0.2
197,Moises Henriques,Punjab Kings,2021,1,1,1,0,1,0,22.78,50,132.4418605,27.7804878,0.615384615,13,8.85,22.125,15,151.5033571,90.46942553,8.608695652,8.742857143,1,4.2
2618,Mukesh Choudhary,Chennai Super Kings,2022,0,0,1,0,0,0,4.25,4,130.7692308,17,1.375,8,9.479289941,24.27272727,15.36363636,0,0,0,0,0.2,0.2
189,Murugan Ashwin,Mumbai Indians,2022,0,0,1,0,0,1,9.44,25,101.2875536,16.85714286,0.967213115,61,7.183962264,25.81355932,21.55932203,17.106,103.8192099,30.6,10.4,0.2,1.6
248,Mustafizur Rahman,Delhi Capitals,2022,1,0,1,0,1,0,3.5,30,87.5,8.076923077,1.328571429,70,7.625405055,21.08602151,16.59139785,0,82.872,13.55988286,9.745002563,2,2
248,Mustafizur Rahman,Rajasthan Royals,2021,1,0,1,0,1,0,3.5,30,87.5,8.076923077,1.328571429,70,7.625405055,21.08602151,16.59139785,0,82.872,13.55988286,9.745002563,1,1
43,N. Jagadeesan,Chennai Super Kings,2022,0,0,0,1,0,0,30.16666667,36,130.3721489,45.25,0,0,0,0,0,192.1761765,166.2365806,0,0,0.2,0.2
2529,N. Tilak Varma,Mumbai Indians,2022,0,1,1,0,0,1,20.75,8,139.4957983,23.71428571,0,2,9.333333333,0,0,62.90137931,0,0,36,0.2,1.7
48,Nathan Coulter-Nile,Rajasthan Royals,2022,1,0,1,0,1,0,9.88,25,150.6097561,14.52941176,1.090909091,44,7.782561895,25.10416667,19.35416667,60.526,134.543381,13.80297982,14.89200309,2,2
48,Nathan Coulter-Nile,Mumbai Indians,2021,1,0,1,0,1,0,9.88,25,150.6097561,14.52941176,1.090909091,44,7.782561895,25.10416667,19.35416667,60.526,134.543381,13.80297982,14.89200309,2,5
48,Nathan Coulter-Nile,Mumbai Indians,2020,1,0,1,0,1,0,9.88,25,150.6097561,14.52941176,1.090909091,44,7.782561895,25.10416667,19.35416667,60.526,134.543381,13.80297982,14.89200309,2,8
837,Nathan Ellis,Punjab Kings,2022,1,0,1,0,1,0,5.941176471,17,117.4418605,9.181818182,1.103448276,29,8.14354067,26.59375,19.59375,0,87.655,16.9339456,11.51944763,0.75,0.75
10,Navdeep Saini,Rajasthan Royals,2022,0,0,1,0,1,0,4.4,10,86.2745098,14.66666667,0.85106383,47,7.622418879,32.3,25.425,33.356,56.46111111,16.50416787,12.82537479,0.75,2.6
198,Nicolas Pooran,Sunrisers Hyderabad,2022,1,0,0,1,1,0,24.21428571,98,145.85126,30.03797468,0,0,0,0,0,161.365619,509.0910455,0,0,1.5,10.75
60,Nitish Rana,Kolkata Knight Riders,2022,0,1,1,0,0,1,23.88732394,71,138.6753884,26.09230769,0.702702703,37,6.728089888,19.19230769,17.11538462,208.1945942,174.6041743,8.307692308,9.692307692,1,8
870,Noor Ahmad,Gujarat Titans,2022,1,0,1,0,0,0,0.25,4,50,1,0.928571429,14,7.974440895,32,24.07692308,0,16.708,12.94920899,16.66019417,0.3,0.3
529,Obed Mccoy,Rajasthan Royals,2022,1,0,1,0,1,0,4.777777778,9,126.4705882,10.75,1.227272727,22,8.785714286,24.2962963,16.59259259,0,51.95209091,15.32501418,11.50251703,0.75,0.75
702,Odean Smith,Punjab Kings,2022,1,1,1,0,1,0,3.5,2,87.5,7,0.666666667,12,9.666666667,39.875,24.75,0,32.0495,33.88235294,16.55947378,1,6
182,Oshane Thomas,Rajasthan Royals,2020,1,0,1,0,0,0,1.75,8,53.84615385,4.666666667,1.378378378,37,9.223076923,23.50980392,15.29411765,0,28.87765217,12.6393533,12.45121741,0.5,0.5
241,Pat Cummins,Kolkata Knight Riders,2022,1,1,1,0,1,0,11.73333333,15,135.3846154,25.14285714,1.037037037,27,7.505154639,26,20.78571429,0,126.5802222,13.33007123,13.85249004,2,7.25
241,Pat Cummins,Kolkata Knight Riders,2020,1,1,1,0,1,0,11.73333333,15,135.3846154,25.14285714,1.037037037,27,7.505154639,26,20.78571429,0,126.5802222,13.33007123,13.85249004,2,15.5
226,Pavan Deshpande,Royal Challengers Bangalore,2020,0,1,1,0,0,0,27.71428571,21,137.2641509,34.23529412,0.333333333,12,8.956521739,51.5,34.5,65.71,88.23163636,0,34.5,0.2,0.2
26,Pawan Negi,Kolkata Knight Riders,2021,0,1,1,0,0,0,4.75,20,95,7.307692308,0.878787879,33,7.826955075,27.03448276,20.72413793,42.728,30.35936842,14.13612565,51.75,0.2,0.5
92,Piyush Chawla,Mumbai Indians,2021,0,0,1,0,1,0,9.8,30,134.2465753,14,1.133333333,60,7.5215311,23.11764706,18.44117647,0,62.61741667,15.91649,13.37795549,1,2.4
92,Piyush Chawla,Chennai Super Kings,2020,0,0,1,0,1,0,9.8,30,134.2465753,14,1.133333333,60,7.5215311,23.11764706,18.44117647,0,62.61741667,15.91649,13.37795549,2,6.75
2817,Prabhsimran Singh,Punjab Kings,2022,0,0,0,1,0,0,45.8,5,139.6341463,76.33333333,0,0,0,0,0,58.38718182,0,0,0,0.2,0.6
2817,Prabhsimran Singh,Kings XI Punjab,2020,0,0,0,1,0,0,45.8,5,139.6341463,76.33333333,0,0,0,0,0,58.38718182,0,0,0,0.2,0.55
252,Pradeep Sangwan,Gujarat Titans,2022,0,1,1,0,0,0,13.6,5,151.1111111,22.66666667,1.333333333,15,7.754385965,22.1,17.1,0,61.377,12.18661483,11.39240506,0.2,0.2
81,Prasidh Krishna,Rajasthan Royals,2022,0,0,1,0,1,0,0.5,8,23.52941176,1.333333333,0.872340426,47,8.098196393,32.85365854,24.34146341,0,9.479058824,16.05226004,12.47026631,1,10
2321,Pratham Singh,Kolkata Knight Riders,2022,0,1,0,0,0,0,32.23809524,21,130.1923077,35.63157895,0,0,0,0,0,85.83833333,0,0,0,0.2,0.2
244,Pravin Dubey,Delhi Capitals,2022,0,1,1,0,0,0,16.38461538,26,129.8780488,25.05882353,0.757575758,33,7.284172662,27,22.24,19.37435294,138.342729,0,15.47392638,0.2,0.5
952,Pravin Tambe,Kolkata Knight Riders,2020,0,0,1,0,0,0,0,0,0,0,1,3,4,12,18,0,0,0,0,0.2,0.2
1978,Prerak Mankad,Punjab Kings,2022,0,1,1,0,0,0,20.94444444,18,142.8030303,31.41666667,1,16,8.476190476,22.25,15.75,58.85266667,81.568,0,0,0.2,0.2
204,Prince Balwant Rai Singh,Mumbai Indians,2020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
227,Priyam Garg,Sunrisers Hyderabad,2022,0,1,0,0,0,1,17.375,24,119.1428571,19.85714286,0,0,0,0,0,61.242,97.31955556,0,0,0.2,0.2
227,Priyam Garg,Sunrisers Hyderabad,2020,0,1,0,0,0,1,17.375,24,119.1428571,19.85714286,0,0,0,0,0,61.242,97.31955556,0,0,1,1.9
106,Quinton De Kock,Lucknow Super Giants,2022,1,0,0,1,1,0,31.20731707,82,143.8448567,33.23376623,0,0,0,0,0,988.6475899,126.7998696,0,0,2,6.75
1988,R Samarth,Sunrisers Hyderabad,2022,0,1,0,0,0,0,14.86666667,15,106.6985646,15.92857143,0,0,0,0,0,61.45861039,40.80685714,0,0,0.2,0.2
191,R. Ashwin,Rajasthan Royals,2022,0,1,1,0,1,0,11.82352941,34,130.0970874,14.35714286,0.965517241,58,7.401253918,28.10714286,22.78571429,79.53789655,149.6458195,13.26860234,10.60042087,2,5
201,R. Sai Kishore,Gujarat Titans,2022,0,0,1,0,0,1,5.25,8,95.45454545,7,1.023809524,42,5.659760087,20.11627907,21.3255814,0,65.40955556,10.22341506,14.20058749,0.2,3
201,R. Sai Kishore,Chennai Super Kings,2020,0,0,1,0,0,0,5.25,8,95.45454545,7,1.023809524,42,5.659760087,20.11627907,21.3255814,0,65.40955556,10.22341506,14.20058749,0.2,0.2
2863,Rahul Buddhi,Mumbai Indians,2022,0,1,0,0,0,0,18.2,5,131.884058,22.75,0,1,12,0,0,0,55.5865,0,36,0.2,0.2
123,Rahul Chahar,Punjab Kings,2022,0,0,1,0,1,0,3.684210526,19,89.74358974,8.75,1.211538462,52,7.305726872,21.93650794,18.01587302,0,39.75133333,11.05234196,7.657458564,0.75,5.25
131,Rahul Tewatia,Gujarat Titans,2022,0,1,1,0,1,0,19.02272727,44,149.197861,34.875,0.723404255,47,7.261146497,27.94117647,23.08823529,17.962,224.7939482,27,7.534883721,0.4,9
194,Rahul Tripathi,Sunrisers Hyderabad,2022,0,1,0,0,0,1,21.30357143,56,123.626943,24.85416667,0.571428571,7,7.615384615,24.75,19.5,200.2629012,112.596092,0,0,0.4,8.5
194,Rahul Tripathi,Kolkata Knight Riders,2020,0,1,0,0,0,0,21.30357143,56,123.626943,24.85416667,0.571428571,7,7.615384615,24.75,19.5,200.2629012,112.596092,0,0,0.4,0.6
1943,Rajat Patidar,Royal Challengers Bangalore,2021,0,1,0,0,0,0,31.77272727,22,143.5318275,34.95,0,0,0,0,0,92.03023529,33.874,0,0,0.2,0.2
2856,Rajvardhan Hangargekar,Chennai Super Kings,2022,0,1,1,0,0,0,3,2,85.71428571,6,0,2,8.857142857,0,0,0,0,0,0,0.3,1.5
2573,Ramandeep Singh,Mumbai Indians,2022,0,1,1,0,0,0,6,3,78.26086957,9,1,3,6.625,17.66666667,16,0,0,0,0,0.2,0.2
402,Rassie Van Der Dussen,Rajasthan Royals,2022,1,1,0,0,1,0,32.26470588,68,134.8494161,43.01960784,0,0,0,0,0,264.7489173,360.3965731,0,0,1,1
213,Ravi Bishnoi,Kings XI Punjab,2020,0,0,1,0,1,0,6.222222222,9,83.58208955,9.333333333,0.961538462,26,6.875,26.4,23.04,0,42.22058824,13.68,10.4371745,1,2
388,Riley Meredith,Mumbai Indians,2022,1,0,1,0,1,0,1.5,6,69.23076923,1.8,1.264705882,34,8.063492063,23.62790698,17.58139535,0,25.73666667,13.94790555,12.10860431,1,1
388,Riley Meredith,Punjab Kings,2021,1,0,1,0,1,0,1.5,6,69.23076923,1.8,1.264705882,34,8.063492063,23.62790698,17.58139535,0,25.73666667,13.94790555,12.10860431,1,8
91,Rinku Singh,Kolkata Knight Riders,2022,0,1,0,0,0,0,17.79411765,34,139.4009217,22.40740741,1,1,11,11,6,0,68.59642857,0,0,0.2,0.55
2600,Ripal Patel,Delhi Capitals,2022,0,1,1,0,0,0,21.22222222,9,189.1089109,31.83333333,0,1,15,0,0,0,0,0,0,0.2,0.2
2600,Ripal Patel,Delhi Capitals,2021,0,1,1,0,0,0,21.22222222,9,189.1089109,31.83333333,0,1,15,0,0,0,0,0,0,0.2,0.2
1954,Rishi Dhawan,Punjab Kings,2022,0,1,1,0,0,0,20.21052632,19,132.4137931,38.4,0.904761905,21,8.031746032,26.63157895,19.89473684,0,47.65,30,42,0.5,0.55
151,Riyan Parag,Rajasthan Royals,2022,0,1,1,0,0,1,26.20689655,29,126.0364842,30.4,0.571428571,28,7.099547511,32.6875,27.625,27.42755556,142.601963,9.551020408,0,0.3,3.8
61,Robin Uthappa,Chennai Super Kings,2022,0,1,0,0,1,0,23.484375,64,125.5639098,24.63934426,0,0,0,0,0,302.7245714,87.83833898,0,0,2,2
61,Robin Uthappa,Rajasthan Royals,2020,0,1,0,0,1,0,23.484375,64,125.5639098,24.63934426,0,0,0,0,0,302.7245714,87.83833898,0,0,2,3
543,Romario Shepherd,Sunrisers Hyderabad,2022,1,1,1,0,1,0,9.888888889,9,158.9285714,17.8,1.19047619,21,8.235,21.96,16,0,99.63285714,11.26691729,10.02694136,0.75,7.75
450,Rovman Powell,Delhi Capitals,2022,1,1,0,0,1,0,19.24390244,41,131.281198,24.65625,0.5,16,10.25,46.125,27,81.86522222,165.7518033,0,10.25421133,0.75,2.8
279,Sachin Baby,Royal Challengers Bangalore,2021,0,1,0,0,0,0,38.21052632,19,140.6976744,45.375,0.8,5,6.951219512,23.75,20.5,70.077,111.8345217,0,45,0.2,0.2
20,Sam Billings,Kolkata Knight Riders,2022,1,0,0,1,1,0,21.84745763,59,138.453276,26.85416667,0,0,0,0,0,71.93790704,278.3101915,0,0,2,2
20,Sam Billings,Delhi Capitals,2021,1,0,0,1,1,0,21.84745763,59,138.453276,26.85416667,0,0,0,0,0,71.93790704,278.3101915,0,0,2,2
184,Sam Curran,Chennai Super Kings,2020,1,1,1,0,1,0,18.86046512,43,152.1575985,27.96551724,0.918367347,49,8.815047022,31.24444444,21.26666667,169.2486961,216.5377239,17.32869199,12.88770694,2,5.5
228,Sandeep Bavanaka,Sunrisers Hyderabad,2020,1,1,1,0,0,0,28.43478261,23,125.7692308,38.47058824,0.125,16,6.507936508,102.5,94.5,37.94025,0,0,0,0.2,0.2
71,Sandeep Sharma,Punjab Kings,2022,0,0,1,0,0,0,2.235294118,17,79.16666667,7.6,1.033333333,60,7.513473054,26.98387097,21.5483871,0,37.73,14.60984693,10.42584374,0.5,0.5
223,Sanjay Yadav,Mumbai Indians,2022,0,1,1,0,0,0,23.83870968,31,130.1056338,30.79166667,0.607142857,28,7.062146893,36.76470588,31.23529412,79.36763636,114.8656957,0,23.20776699,0.2,0.5
223,Sanjay Yadav,Sunrisers Hyderabad,2020,0,1,1,0,0,0,23.83870968,31,130.1056338,30.79166667,0.607142857,28,7.062146893,36.76470588,31.23529412,79.36763636,114.8656957,0,23.20776699,0.2,0.2
190,Sarfaraz Khan,Delhi Capitals,2022,0,1,1,0,0,0,17.26923077,26,124.3767313,22.45,0,2,6.75,0,0,75.67493939,141.9559703,0,54,0.2,0.2
4450,Saurabh Dubey,Sunrisers Hyderabad,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
2170,Saurabh Kumar,Punjab Kings,2021,0,1,1,0,0,0,10.58333333,12,133.6842105,14.11111111,0.76,25,7.008298755,29.63157895,25.36842105,0,79.45633333,25.5,33,0.2,0.2
199,Saurabh Tiwary,Mumbai Indians,2020,0,1,0,0,0,0,20.19354839,31,121.0831721,23.18518519,0,1,8,0,0,74.9955,63.571,0,0,0.2,0.5
387,Sean Abbott,Sunrisers Hyderabad,2022,1,0,1,0,1,0,9.052631579,19,122.8571429,11.46666667,1.386363636,44,8.57807309,21.16393443,14.80327869,0,110.1405287,12.75775721,11.57226499,0.75,2.4
218,Shahbaz Ahamad,Royal Challengers Bangalore,2022,0,1,1,0,0,1,22.4,20,131.7647059,34.46153846,1.035714286,28,6.159574468,19.96551724,19.44827586,55.626,95.29980645,12.6185567,7.23851984,0.3,2.4
218,Shahbaz Ahamad,Royal Challengers Bangalore,2020,0,0,0,1,0,0,22.4,20,131.7647059,34.46153846,1.035714286,28,6.159574468,19.96551724,19.44827586,55.626,95.29980645,12.6185567,7.23851984,0.2,0.2
67,Shahbaz Nadeem,Lucknow Super Giants,2022,0,0,1,0,0,0,5.916666667,12,94.66666667,8.875,0.794871795,39,7.300919842,29.87096774,24.5483871,28.92066667,44.18252632,19.65162365,10.16528926,0.5,0.5
2333,Shahrukh Khan,Punjab Kings,2022,0,1,1,0,0,1,22.53333333,30,138.5245902,27.04,0,3,10.66666667,0,0,248.2135,110.870037,33.42857143,0,0.4,9
2333,Shahrukh Khan,Punjab Kings,2021,0,1,1,0,0,1,22.53333333,30,138.5245902,27.04,0,3,10.66666667,0,0,248.2135,110.870037,33.42857143,0,0.5,5.25
94,Shakib Al Hasan,Kolkata Knight Riders,2021,1,1,1,0,1,0,18.8115942,69,123.2668566,21.63333333,1.186666667,75,7.202988792,21.66292135,18.04494382,225.3934694,195.4623333,11.66220244,13.32207024,1.5,3.2
40,Shardul Thakur,Delhi Capitals,2022,0,0,1,0,1,0,7.210526316,19,115.1260504,12.45454545,1.21875,64,8.596620132,25,17.44871795,0,112.6242727,17.6474561,11.72109369,2,10.75
157,Shashank Singh,Sunrisers Hyderabad,2022,0,1,1,0,0,0,8.857142857,14,104.2016807,9.538461538,0.555555556,9,8.458333333,40.6,28.8,0,0,0,9,0.2,0.2
216,Sheldon Cottrell,Kings XI Punjab,2020,1,0,1,0,1,0,3.875,16,93.93939394,6.888888889,1.322033898,59,8.046325879,21.52564103,16.05128205,0,69.687,12.36451638,11.76225573,2,8.5
1974,Sheldon Jackson,Kolkata Knight Riders,2022,0,0,0,1,0,0,27.95,20,136.3414634,37.26666667,0,0,0,0,0,45.296,79.47,0,0,0.3,0.6
1974,Sheldon Jackson,Kolkata Knight Riders,2021,0,0,0,1,0,0,27.95,20,136.3414634,37.26666667,0,0,0,0,0,45.296,79.47,0,0,0.2,0.2
125,Sherfane Rutherford,Royal Challengers Bangalore,2022,1,1,1,0,1,0,15.53333333,45,133.3969466,17.92307692,0.571428571,21,7.986062718,31.83333333,23.91666667,136.1471071,209.6712826,12.14723926,12.11230439,1,1
110,Shikhar Dhawan,Punjab Kings,2022,0,1,0,0,1,0,31.08695652,92,134.3353687,34.04761905,0,0,0,0,0,857.0562787,138.9068031,0,0,2,8.25
44,Shimron Hetmyer,Rajasthan Royals,2022,1,1,0,0,1,0,21.41891892,74,130.7755776,25.15873016,0,0,0,0,0,326.9732359,167.7509339,0,0,1.5,8.5
44,Shimron Hetmyer,Delhi Capitals,2020,1,1,0,0,1,0,21.41891892,74,130.7755776,25.15873016,0,0,0,0,0,326.9732359,167.7509339,0,0,1.5,7.75
35,Shivam Dube,Chennai Super Kings,2022,0,1,1,0,0,1,14.02325581,43,134.5982143,18.84375,0.725,40,8.764397906,28.86206897,19.75862069,36.38694118,134.3977899,11.70278638,12.08955224,0.5,4
35,Shivam Dube,Rajasthan Royals,2021,0,1,1,0,0,1,14.02325581,43,134.5982143,18.84375,0.725,40,8.764397906,28.86206897,19.75862069,36.38694118,134.3977899,11.70278638,12.08955224,0.5,4.4
80,Shivam Mavi,Kolkata Knight Riders,2022,0,1,1,0,0,1,3,8,70.58823529,4,0.7,20,9.015625,41.21428571,27.42857143,0,38.70055172,17.38753633,15.22033528,0.4,7.25
196,Shreyas Gopal,Sunrisers Hyderabad,2022,0,0,1,0,0,0,10.4137931,29,116.6023166,13.72727273,1.23943662,71,7.208571429,19.11363636,15.90909091,36.45533333,105.8868835,11.13669065,11.77570093,0.2,0.75
142,Shreyas Iyer,Kolkata Knight Riders,2022,0,1,0,0,1,0,28.82022472,89,130.8673469,35.1369863,0.333333333,3,10.53658537,72,41,307.3141045,241.3163738,0,0,2,12.25
98,Siddharth Kaul,Royal Challengers Bangalore,2022,0,0,1,0,0,0,1.230769231,13,59.25925926,2.285714286,1.12962963,54,8.35678392,27.26229508,19.57377049,0,7.46775,12.73921618,13.07707655,0.75,0.75
2598,Simarjeet Singh,Chennai Super Kings,2022,0,0,1,0,0,0,0.666666667,3,40,2,1.2,15,7.768421053,20.5,15.83333333,0,0,8.896020539,11.86323092,0.2,0.2
170,Steven Smith,Delhi Capitals,2021,1,1,0,0,1,0,26.92727273,55,127.7825712,32.19565217,0.428571429,7,10.86956522,41.66666667,23,251.978982,239.775055,0,4.235294118,2,2.2
2116,Subhranshu Senapati,Chennai Super Kings,2022,0,1,0,0,0,0,25.58823529,17,130.6306306,29,0,0,0,0,0,0,0,0,0,0.2,0.2
2486,Suyash Prabhudesai,Royal Challengers Bangalore,2021,0,1,1,0,0,0,0,1,0,0,0.5,2,10.4,52,30,0,0,0,0,0.2,0.2
2486,Suyash Prabhudessai,Royal Challengers Bangalore,2022,0,1,1,0,0,0,0,1,0,0,0.5,2,10.4,52,30,0,0,0,0,0.2,0.3
85,Syed Khaleel Ahmed,Delhi Capitals,2022,0,0,1,0,0,1,1,8,34.7826087,2,1.366666667,60,8.147701583,21.97560976,16.18292683,0,19.456,14.47209783,12.09503321,0.5,5.25
59,T. Natarajan,Sunrisers Hyderabad,2022,0,0,1,0,1,0,2.833333333,6,94.44444444,17,1.266666667,45,6.779761905,19.98245614,17.68421053,0,38.89744444,11.71191237,11.32923722,1,4
207,Tajinder Dhillon,Kings XI Punjab,2020,0,1,1,0,0,0,17.23529412,17,151.8134715,22.53846154,0.928571429,14,6.307692308,18.92307692,18,0,117.2265714,0,0,0.2,0.2
2177,Tejas Baroka,Rajasthan Royals,2022,0,0,1,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0.2,0.2
803,Tim David,Mumbai Indians,2022,1,1,1,0,1,0,16.86956522,23,148.0916031,25.86666667,0,2,3,0,0,0,194.2068571,9,0,0.4,8.25
243,Tim Seifert,Delhi Capitals,2022,1,0,0,1,0,0,26.73972603,73,133.6986301,29.57575758,0,0,0,0,0,563.0813778,132.0964643,0,0,0.5,0.5
52,Tim Southee,Kolkata Knight Riders,2022,1,0,1,0,1,0,8.4,25,131.25,17.5,1.105263158,57,8.646766169,27.58730159,19.14285714,0,130.6386522,13.85856249,14.34420038,1.5,1.5
236,Tom Banton,Kolkata Knight Riders,2020,1,1,0,0,0,0,27.15,40,152.9577465,28.57894737,0,0,0,0,0,497.2358183,60.498,0,0,0.2,1
