pkey,created_on,last_updated_on,version,balls,fours,innings,maidens,no_balls,position,runs_0,runs,sixes,status,wickets,wide_balls,match_pkey,player_pkey
244,"2021-02-14 23:33:16",NULL,0,24,NULL,2,0,0,4,9,35,NULL,NULL,2,0,21,196
245,"2021-02-14 23:33:16",NULL,0,12,NULL,2,0,0,5,4,27,NULL,NULL,0,1,21,156
246,"2021-02-14 23:33:16",NULL,0,5,NULL,2,0,0,6,3,3,NULL,NULL,0,1,21,161
247,"2021-02-14 23:33:19",NULL,0,24,NULL,1,0,0,1,10,21,NULL,NULL,0,1,22,176
248,"2021-02-14 23:33:19",NULL,0,24,NULL,1,0,0,2,8,34,NULL,NULL,1,2,22,193
249,"2021-02-14 23:33:19",NULL,0,24,NULL,1,0,0,3,12,30,NULL,NULL,1,0,22,160
250,"2021-02-14 23:33:19",NULL,0,24,NULL,1,0,0,4,7,30,NULL,NULL,1,0,22,191
251,"2021-02-14 23:33:19",NULL,0,24,NULL,1,0,0,5,6,30,NULL,NULL,0,0,22,184
252,"2021-02-14 23:33:19",NULL,0,24,NULL,2,0,0,1,11,25,NULL,NULL,0,0,22,66
253,"2021-02-14 23:33:19",NULL,0,24,NULL,2,0,0,2,9,21,NULL,NULL,2,0,22,71
254,"2021-02-14 23:33:19",NULL,0,24,NULL,2,0,0,3,9,20,NULL,NULL,1,0,22,63
255,"2021-02-14 23:33:19",NULL,0,23,NULL,2,0,0,4,6,42,NULL,NULL,0,0,22,75
256,"2021-02-14 23:33:19",NULL,0,24,NULL,2,0,0,5,5,42,NULL,NULL,1,0,22,98
257,"2021-02-14 23:33:22",NULL,0,24,NULL,1,0,0,1,20,20,NULL,NULL,3,1,23,2
258,"2021-02-14 23:33:22",NULL,0,24,NULL,1,0,0,2,15,15,NULL,NULL,2,0,23,30
259,"2021-02-14 23:33:22",NULL,0,24,NULL,1,0,0,3,15,17,NULL,NULL,1,1,23,24
260,"2021-02-14 23:33:22",NULL,0,24,NULL,1,0,0,4,10,34,NULL,NULL,0,1,23,9
261,"2021-02-14 23:33:22",NULL,0,24,NULL,1,0,0,5,15,21,NULL,NULL,2,0,23,36
262,"2021-02-14 23:33:22",NULL,0,24,NULL,2,0,0,1,10,28,NULL,NULL,1,0,23,92
263,"2021-02-14 23:33:22",NULL,0,24,NULL,2,0,1,2,12,23,NULL,NULL,0,0,23,81
264,"2021-02-14 23:33:22",NULL,0,20,NULL,2,0,0,3,10,24,NULL,NULL,2,2,23,93
265,"2021-02-14 23:33:22",NULL,0,24,NULL,2,0,0,4,12,16,NULL,NULL,0,0,23,64
266,"2021-02-14 23:33:22",NULL,0,12,NULL,2,0,1,5,3,20,NULL,NULL,0,0,23,55
267,"2021-02-14 23:33:25",NULL,0,24,NULL,1,0,0,1,10,35,NULL,NULL,1,0,24,135
268,"2021-02-14 23:33:25",NULL,0,24,NULL,1,0,0,2,9,38,NULL,NULL,1,1,24,119
269,"2021-02-14 23:33:25",NULL,0,12,NULL,1,0,0,3,4,22,NULL,NULL,0,1,24,108
270,"2021-02-14 23:33:25",NULL,0,24,NULL,1,0,0,4,12,27,NULL,NULL,0,0,24,123
271,"2021-02-14 23:33:25",NULL,0,24,NULL,1,0,0,5,5,57,NULL,NULL,2,3,24,118
272,"2021-02-14 23:33:25",NULL,0,12,NULL,1,0,0,6,2,17,NULL,NULL,0,0,24,143
273,"2021-02-14 23:33:25",NULL,0,24,NULL,2,0,1,1,8,52,NULL,NULL,1,0,24,176
274,"2021-02-14 23:33:25",NULL,0,24,NULL,2,0,0,2,13,21,NULL,NULL,3,2,24,160
275,"2021-02-14 23:33:25",NULL,0,24,NULL,2,0,0,3,6,34,NULL,NULL,0,3,24,152
276,"2021-02-14 23:33:25",NULL,0,24,NULL,2,0,0,4,10,37,NULL,NULL,1,0,24,191
277,"2021-02-14 23:33:25",NULL,0,24,NULL,2,0,0,5,7,54,NULL,NULL,1,1,24,184
278,"2021-02-14 23:33:27",NULL,0,24,NULL,1,0,0,1,11,33,NULL,NULL,2,0,25,2
279,"2021-02-14 23:33:27",NULL,0,24,NULL,1,0,0,2,11,25,NULL,NULL,1,1,25,51
280,"2021-02-14 23:33:27",NULL,0,24,NULL,1,0,0,3,5,44,NULL,NULL,2,1,25,40
281,"2021-02-14 23:33:27",NULL,0,24,NULL,1,0,0,4,9,20,NULL,NULL,2,0,25,24
282,"2021-02-14 23:33:27",NULL,0,24,NULL,1,0,0,5,6,28,NULL,NULL,0,0,25,36
283,"2021-02-14 23:33:27",NULL,0,18,NULL,2,1,0,1,11,14,NULL,NULL,1,0,25,185
284,"2021-02-14 23:33:27",NULL,0,18,NULL,2,0,0,2,8,23,NULL,NULL,1,0,25,175
285,"2021-02-14 23:33:27",NULL,0,24,NULL,2,1,0,3,11,19,NULL,NULL,1,0,25,178
286,"2021-02-14 23:33:27",NULL,0,18,NULL,2,0,0,4,6,24,NULL,NULL,0,0,25,151
287,"2021-02-14 23:33:27",NULL,0,24,NULL,2,0,0,5,3,31,NULL,NULL,0,0,25,196
288,"2021-02-14 23:33:27",NULL,0,18,NULL,2,0,1,6,6,39,NULL,NULL,2,3,25,161
289,"2021-02-14 23:33:30",NULL,0,24,NULL,1,1,0,1,14,21,NULL,NULL,1,2,26,144
290,"2021-02-14 23:33:30",NULL,0,24,NULL,1,0,0,2,6,38,NULL,NULL,2,1,26,113
291,"2021-02-14 23:33:30",NULL,0,24,NULL,1,0,0,3,10,42,NULL,NULL,2,0,26,126
292,"2021-02-14 23:33:30",NULL,0,24,NULL,1,0,0,4,10,30,NULL,NULL,0,0,26,109
293,"2021-02-14 23:33:30",NULL,0,24,NULL,1,0,1,5,3,46,NULL,NULL,2,0,26,150
294,"2021-02-14 23:33:30",NULL,0,18,NULL,2,0,0,1,10,25,NULL,NULL,1,0,26,81
295,"2021-02-14 23:33:30",NULL,0,18,NULL,2,0,0,2,5,37,NULL,NULL,0,1,26,96
296,"2021-02-14 23:33:30",NULL,0,18,NULL,2,0,0,3,7,29,NULL,NULL,1,0,26,90
297,"2021-02-14 23:33:30",NULL,0,24,NULL,2,0,0,4,6,28,NULL,NULL,0,1,26,64
298,"2021-02-14 23:33:30",NULL,0,17,NULL,2,0,0,5,1,35,NULL,NULL,0,0,26,92
299,"2021-02-14 23:33:30",NULL,0,6,NULL,2,0,0,6,0,13,NULL,NULL,0,0,26,69
300,"2021-02-14 23:33:30",NULL,0,12,NULL,2,0,0,7,2,12,NULL,NULL,1,0,26,60
301,"2021-02-14 23:33:33",NULL,0,18,NULL,1,0,0,1,3,39,NULL,NULL,0,0,27,174
302,"2021-02-14 23:33:33",NULL,0,24,NULL,1,0,0,2,6,38,NULL,NULL,1,0,27,185
303,"2021-02-14 23:33:33",NULL,0,24,NULL,1,0,0,3,7,39,NULL,NULL,3,1,27,178
304,"2021-02-14 23:33:33",NULL,0,24,NULL,1,0,0,4,6,36,NULL,NULL,1,2,27,175
305,"2021-02-14 23:33:33",NULL,0,24,NULL,1,0,0,5,10,21,NULL,NULL,0,0,27,196
306,"2021-02-14 23:33:33",NULL,0,6,NULL,1,0,0,6,3,13,NULL,NULL,0,0,27,172
307,"2021-02-14 23:33:33",NULL,0,18,NULL,2,0,0,1,8,31,NULL,NULL,0,1,27,135
308,"2021-02-14 23:33:33",NULL,0,18,NULL,2,0,0,2,5,53,NULL,NULL,0,0,27,108
309,"2021-02-14 23:33:33",NULL,0,24,NULL,2,0,0,3,7,34,NULL,NULL,1,0,27,123
310,"2021-02-14 23:33:33",NULL,0,24,NULL,2,0,0,4,12,23,NULL,NULL,2,0,27,119
311,"2021-02-14 23:33:33",NULL,0,24,NULL,2,0,0,5,8,34,NULL,NULL,3,1,27,143
312,"2021-02-14 23:33:33",NULL,0,9,NULL,2,0,0,6,2,11,NULL,NULL,0,0,27,118
313,"2021-02-14 23:33:35",NULL,0,24,NULL,1,0,0,1,7,42,NULL,NULL,0,2,28,37
314,"2021-02-14 23:33:35",NULL,0,24,NULL,1,0,0,2,13,23,NULL,NULL,0,1,28,10
315,"2021-02-14 23:33:35",NULL,0,24,NULL,1,0,0,3,5,54,NULL,NULL,1,0,28,32
316,"2021-02-14 23:33:35",NULL,0,24,NULL,1,0,0,4,9,33,NULL,NULL,2,1,28,39
317,"2021-02-14 23:33:35",NULL,0,24,NULL,1,0,0,5,10,19,NULL,NULL,1,1,28,12
318,"2021-02-14 23:33:35",NULL,0,18,NULL,2,0,0,1,4,31,NULL,NULL,0,0,28,184
319,"2021-02-14 23:33:35",NULL,0,24,NULL,2,0,0,2,5,43,NULL,NULL,1,0,28,160
320,"2021-02-14 23:33:35",NULL,0,24,NULL,2,0,0,3,3,30,NULL,NULL,1,1,28,191
321,"2021-02-14 23:33:35",NULL,0,24,NULL,2,0,0,4,10,24,NULL,NULL,0,0,28,189
322,"2021-02-14 23:33:35",NULL,0,24,NULL,2,0,0,5,6,40,NULL,NULL,0,0,28,179
323,"2021-02-14 23:33:35",NULL,0,2,NULL,2,0,0,6,0,6,NULL,NULL,0,0,28,190
324,"2021-02-14 23:33:38",NULL,0,24,NULL,1,0,0,1,10,36,NULL,NULL,0,0,29,2
325,"2021-02-14 23:33:38",NULL,0,24,NULL,1,0,0,2,14,18,NULL,NULL,2,1,29,40
326,"2021-02-14 23:33:38",NULL,0,24,NULL,1,0,0,3,8,30,NULL,NULL,1,2,29,51
327,"2021-02-14 23:33:38",NULL,0,24,NULL,1,0,0,4,6,49,NULL,NULL,0,1,29,24
328,"2021-02-14 23:33:38",NULL,0,24,NULL,1,0,0,5,9,27,NULL,NULL,4,1,29,36
329,"2021-02-14 23:33:38",NULL,0,24,NULL,2,0,0,1,11,30,NULL,NULL,0,1,29,81
330,"2021-02-14 23:33:38",NULL,0,24,NULL,2,0,0,2,5,37,NULL,NULL,1,0,29,55
331,"2021-02-14 23:33:38",NULL,0,6,NULL,2,0,0,3,2,16,NULL,NULL,0,0,29,90
332,"2021-02-14 23:33:38",NULL,0,24,NULL,2,1,0,4,12,19,NULL,NULL,2,1,29,93
333,"2021-02-14 23:33:38",NULL,0,18,NULL,2,0,0,5,5,28,NULL,NULL,0,0,29,64
334,"2021-02-14 23:33:38",NULL,0,22,NULL,2,0,0,6,8,32,NULL,NULL,2,0,29,92
335,"2021-02-14 23:33:40",NULL,0,24,NULL,1,0,1,1,10,33,NULL,NULL,2,1,30,66
336,"2021-02-14 23:33:40",NULL,0,24,NULL,1,0,0,2,13,30,NULL,NULL,3,1,30,85
337,"2021-02-14 23:33:40",NULL,0,24,NULL,1,0,0,3,8,30,NULL,NULL,0,1,30,71
338,"2021-02-14 23:33:40",NULL,0,6,NULL,1,0,0,4,1,8,NULL,NULL,0,0,30,87
339,"2021-02-14 23:33:40",NULL,0,6,NULL,1,0,0,5,1,10,NULL,NULL,1,0,30,76
340,"2021-02-14 23:33:40",NULL,0,12,NULL,1,0,0,6,2,17,NULL,NULL,0,0,30,99
341,"2021-02-14 23:33:40",NULL,0,24,NULL,1,0,0,7,11,22,NULL,NULL,1,0,30,63
342,"2021-02-14 23:33:40",NULL,0,18,NULL,2,0,0,1,8,19,NULL,NULL,0,1,30,144
343,"2021-02-14 23:33:40",NULL,0,23,NULL,2,0,0,2,11,22,NULL,NULL,4,1,30,126
344,"2021-02-14 23:33:40",NULL,0,18,NULL,2,0,0,3,8,22,NULL,NULL,3,0,30,113
345,"2021-02-14 23:33:40",NULL,0,12,NULL,2,0,0,4,2,23,NULL,NULL,0,0,30,109
346,"2021-02-14 23:33:40",NULL,0,24,NULL,2,0,1,5,10,17,NULL,NULL,3,1,30,150
347,"2021-02-14 23:33:40",NULL,0,18,NULL,2,0,0,6,8,13,NULL,NULL,0,0,30,147
348,"2021-02-14 23:33:43",NULL,0,24,NULL,1,0,0,1,10,49,NULL,NULL,1,1,31,135
349,"2021-02-14 23:33:43",NULL,0,24,NULL,1,0,0,2,8,31,NULL,NULL,4,0,31,121
350,"2021-02-14 23:33:43",NULL,0,24,NULL,1,1,0,3,14,22,NULL,NULL,0,0,31,119
351,"2021-02-14 23:33:43",NULL,0,18,NULL,1,0,0,4,5,21,NULL,NULL,1,0,31,118
352,"2021-02-14 23:33:43",NULL,0,24,NULL,1,0,0,5,9,31,NULL,NULL,0,0,31,123
353,"2021-02-14 23:33:43",NULL,0,6,NULL,1,0,0,6,1,10,NULL,NULL,0,0,31,143
354,"2021-02-14 23:33:43",NULL,0,12,NULL,2,0,0,1,6,25,NULL,NULL,0,1,31,37
355,"2021-02-14 23:33:43",NULL,0,18,NULL,2,0,0,2,5,34,NULL,NULL,0,1,31,10
356,"2021-02-14 23:33:43",NULL,0,12,NULL,2,0,0,3,4,21,NULL,NULL,1,2,31,32
357,"2021-02-14 23:33:43",NULL,0,24,NULL,2,0,0,4,13,27,NULL,NULL,2,0,31,39
358,"2021-02-14 23:33:43",NULL,0,24,NULL,2,0,0,5,8,47,NULL,NULL,0,2,31,26
359,"2021-02-14 23:33:43",NULL,0,24,NULL,2,0,0,6,12,18,NULL,NULL,2,0,31,12
360,"2021-02-14 23:33:45",NULL,0,24,NULL,1,0,0,1,11,37,NULL,NULL,1,0,32,185
361,"2021-02-14 23:33:45",NULL,0,24,NULL,1,0,0,2,7,48,NULL,NULL,1,0,32,175
362,"2021-02-14 23:33:45",NULL,0,24,NULL,1,0,1,3,15,15,NULL,NULL,3,0,32,178
363,"2021-02-14 23:33:45",NULL,0,24,NULL,1,0,0,4,4,41,NULL,NULL,1,1,32,195
364,"2021-02-14 23:33:45",NULL,0,24,NULL,1,0,0,5,5,31,NULL,NULL,0,0,32,196
365,"2021-02-14 23:33:45",NULL,0,24,NULL,2,0,0,1,9,43,NULL,NULL,2,2,32,154
366,"2021-02-14 23:33:45",NULL,0,18,NULL,2,0,0,2,7,24,NULL,NULL,0,2,32,193
367,"2021-02-14 23:33:45",NULL,0,24,NULL,2,0,0,3,6,24,NULL,NULL,1,1,32,189
368,"2021-02-14 23:33:45",NULL,0,24,NULL,2,0,0,4,6,24,NULL,NULL,2,1,32,191
369,"2021-02-14 23:33:45",NULL,0,24,NULL,2,0,0,5,5,46,NULL,NULL,2,0,32,160
370,"2021-02-14 23:33:45",NULL,0,6,NULL,2,0,0,6,0,8,NULL,NULL,0,0,32,162
371,"2021-02-14 23:33:48",NULL,0,24,NULL,1,0,0,1,12,21,NULL,NULL,0,0,33,66
372,"2021-02-14 23:33:48",NULL,0,24,NULL,1,0,0,2,14,22,NULL,NULL,1,1,33,85
373,"2021-02-14 23:33:48",NULL,0,24,NULL,1,0,0,3,6,33,NULL,NULL,0,2,33,71
374,"2021-02-14 23:33:48",NULL,0,12,NULL,1,0,0,4,1,24,NULL,NULL,1,0,33,67
375,"2021-02-14 23:33:48",NULL,0,24,NULL,1,0,0,5,13,17,NULL,NULL,2,0,33,63
376,"2021-02-14 23:33:48",NULL,0,12,NULL,1,0,0,6,5,11,NULL,NULL,1,0,33,99
377,"2021-02-14 23:33:48",NULL,0,18,NULL,2,0,0,1,5,31,NULL,NULL,1,0,33,2
378,"2021-02-14 23:33:48",NULL,0,18,NULL,2,0,0,2,4,31,NULL,NULL,0,3,33,40
379,"2021-02-14 23:33:48",NULL,0,24,NULL,2,0,0,3,13,20,NULL,NULL,2,0,33,36
380,"2021-02-14 23:33:48",NULL,0,24,NULL,2,0,0,4,8,22,NULL,NULL,0,0,33,24
381,"2021-02-14 23:33:48",NULL,0,17,NULL,2,0,0,5,4,33,NULL,NULL,1,0,33,45
382,"2021-02-14 23:33:52",NULL,0,18,NULL,1,0,0,1,5,17,NULL,NULL,0,0,34,144
383,"2021-02-14 23:33:52",NULL,0,24,NULL,1,0,0,2,8,38,NULL,NULL,2,2,34,126
384,"2021-02-14 23:33:52",NULL,0,18,NULL,1,0,0,3,3,39,NULL,NULL,0,1,34,113
385,"2021-02-14 23:33:52",NULL,0,18,NULL,1,0,1,4,4,37,NULL,NULL,0,0,34,150
386,"2021-02-14 23:33:52",NULL,0,18,NULL,1,0,0,5,7,18,NULL,NULL,1,0,34,147
387,"2021-02-14 23:33:52",NULL,0,24,NULL,1,0,0,6,7,17,NULL,NULL,1,0,34,109
388,"2021-02-14 23:33:52",NULL,0,12,NULL,2,0,0,1,7,17,NULL,NULL,1,0,34,118
389,"2021-02-14 23:33:52",NULL,0,24,NULL,2,0,0,2,15,19,NULL,NULL,3,2,34,123
390,"2021-02-14 23:33:52",NULL,0,24,NULL,2,0,0,3,5,37,NULL,NULL,1,1,34,121
391,"2021-02-14 23:33:52",NULL,0,24,NULL,2,0,0,4,9,25,NULL,NULL,0,0,34,128
392,"2021-02-14 23:33:52",NULL,0,24,NULL,2,0,0,5,13,18,NULL,NULL,2,0,34,119
393,"2021-02-14 23:33:52",NULL,0,12,NULL,2,0,0,6,6,7,NULL,NULL,1,0,34,143
394,"2021-02-14 23:33:55",NULL,0,24,NULL,1,0,0,1,8,42,NULL,NULL,1,3,35,55
395,"2021-02-14 23:33:55",NULL,0,24,NULL,1,0,0,2,6,32,NULL,NULL,1,1,35,93
396,"2021-02-14 23:33:55",NULL,0,24,NULL,1,0,0,3,5,52,NULL,NULL,0,0,35,81
397,"2021-02-14 23:33:55",NULL,0,18,NULL,1,0,0,4,8,17,NULL,NULL,1,0,35,90
398,"2021-02-14 23:33:55",NULL,0,24,NULL,1,0,0,5,6,59,NULL,NULL,1,1,35,64
399,"2021-02-14 23:33:55",NULL,0,6,NULL,1,0,0,6,1,10,NULL,NULL,0,0,35,92
400,"2021-02-14 23:33:55",NULL,0,24,NULL,2,0,0,1,12,40,NULL,NULL,2,0,35,34
401,"2021-02-14 23:33:55",NULL,0,24,NULL,2,0,0,2,12,31,NULL,NULL,1,0,35,10
402,"2021-02-14 23:33:55",NULL,0,24,NULL,2,0,0,3,13,38,NULL,NULL,0,3,35,32
403,"2021-02-14 23:33:55",NULL,0,24,NULL,2,0,0,4,13,32,NULL,NULL,1,1,35,29
404,"2021-02-14 23:33:55",NULL,0,18,NULL,2,0,0,5,6,45,NULL,NULL,0,4,35,39
405,"2021-02-14 23:33:55",NULL,0,6,NULL,2,0,0,6,3,13,NULL,NULL,0,0,35,12
406,"2021-02-14 23:33:58",NULL,0,18,NULL,1,0,0,1,8,19,NULL,NULL,1,0,36,180
407,"2021-02-14 23:33:58",NULL,0,18,NULL,1,0,0,2,6,31,NULL,NULL,0,1,36,185
408,"2021-02-14 23:33:58",NULL,0,24,NULL,1,0,0,3,8,21,NULL,NULL,2,0,36,196
409,"2021-02-14 23:33:58",NULL,0,24,NULL,1,0,0,4,14,22,NULL,NULL,1,0,36,178
410,"2021-02-14 23:33:58",NULL,0,24,NULL,1,0,0,5,6,46,NULL,NULL,1,3,36,175
411,"2021-02-14 23:33:58",NULL,0,12,NULL,1,0,0,6,2,17,NULL,NULL,0,0,36,151
412,"2021-02-14 23:33:58",NULL,0,24,NULL,2,0,0,1,10,31,NULL,NULL,0,0,36,118
413,"2021-02-14 23:33:58",NULL,0,12,NULL,2,0,0,2,1,24,NULL,NULL,0,0,36,143
414,"2021-02-14 23:33:58",NULL,0,19,NULL,2,0,0,3,6,27,NULL,NULL,0,0,36,121
415,"2021-02-14 23:33:58",NULL,0,24,NULL,2,0,0,4,10,29,NULL,NULL,3,0,36,123
416,"2021-02-14 23:33:58",NULL,0,24,NULL,2,0,0,5,8,21,NULL,NULL,1,0,36,119
417,"2021-02-14 23:33:58",NULL,0,12,NULL,2,0,0,6,4,24,NULL,NULL,0,0,36,133
418,"2021-02-14 23:34:01",NULL,0,24,NULL,1,0,0,1,11,29,NULL,NULL,0,2,37,144
419,"2021-02-14 23:34:01",NULL,0,24,NULL,1,0,0,2,12,40,NULL,NULL,3,0,37,120
420,"2021-02-14 23:34:01",NULL,0,24,NULL,1,0,0,3,13,23,NULL,NULL,2,0,37,126
421,"2021-02-14 23:34:01",NULL,0,24,NULL,1,0,0,4,2,41,NULL,NULL,0,0,37,147
422,"2021-02-14 23:34:01",NULL,0,18,NULL,1,0,0,5,5,22,NULL,NULL,2,0,37,109
423,"2021-02-14 23:34:01",NULL,0,6,NULL,1,0,0,6,1,5,NULL,NULL,0,0,37,125
424,"2021-02-14 23:34:01",NULL,0,24,NULL,2,0,0,1,11,21,NULL,NULL,1,0,37,160
425,"2021-02-14 23:34:01",NULL,0,22,NULL,2,0,1,2,8,34,NULL,NULL,0,1,37,184
426,"2021-02-14 23:34:01",NULL,0,24,NULL,2,0,0,3,7,39,NULL,NULL,2,1,37,152
427,"2021-02-14 23:34:01",NULL,0,12,NULL,2,0,0,4,0,24,NULL,NULL,0,0,37,168
428,"2021-02-14 23:34:01",NULL,0,18,NULL,2,0,0,5,6,26,NULL,NULL,0,2,37,191
429,"2021-02-14 23:34:01",NULL,0,18,NULL,2,0,1,6,6,20,NULL,NULL,0,2,37,189
430,"2021-02-14 23:34:06",NULL,0,24,NULL,1,0,0,1,12,35,NULL,NULL,2,1,38,66
431,"2021-02-14 23:34:06",NULL,0,24,NULL,1,0,0,2,7,30,NULL,NULL,0,0,38,67
432,"2021-02-14 23:34:06",NULL,0,24,NULL,1,0,0,3,8,33,NULL,NULL,3,3,38,85
433,"2021-02-14 23:34:06",NULL,0,24,NULL,1,0,0,4,6,37,NULL,NULL,1,0,38,71
434,"2021-02-14 23:34:06",NULL,0,24,NULL,1,0,0,5,12,23,NULL,NULL,1,0,38,63
435,"2021-02-14 23:34:06",NULL,0,12,NULL,2,0,0,1,2,16,NULL,NULL,0,1,38,55
436,"2021-02-14 23:34:06",NULL,0,18,NULL,2,0,0,2,5,29,NULL,NULL,1,2,38,82
437,"2021-02-14 23:34:06",NULL,0,18,NULL,2,0,0,3,5,38,NULL,NULL,0,0,38,92
438,"2021-02-14 23:34:06",NULL,0,24,NULL,2,0,0,4,7,34,NULL,NULL,0,0,38,93
439,"2021-02-14 23:34:06",NULL,0,12,NULL,2,0,0,5,1,34,NULL,NULL,0,1,38,95
440,"2021-02-14 23:34:06",NULL,0,6,NULL,2,0,0,6,1,8,NULL,NULL,0,0,38,90
441,"2021-02-14 23:34:09",NULL,0,24,NULL,1,0,0,1,16,25,NULL,NULL,2,1,39,2
442,"2021-02-14 23:34:09",NULL,0,24,NULL,1,0,0,2,8,40,NULL,NULL,0,1,39,40
443,"2021-02-14 23:34:09",NULL,0,24,NULL,1,0,0,3,8,29,NULL,NULL,2,0,39,24
444,"2021-02-14 23:34:09",NULL,0,24,NULL,1,0,0,4,7,34,NULL,NULL,2,0,39,41
445,"2021-02-14 23:34:09",NULL,0,24,NULL,1,0,0,5,7,31,NULL,NULL,1,0,39,36
446,"2021-02-14 23:34:09",NULL,0,24,NULL,2,0,0,1,8,29,NULL,NULL,2,0,39,34
447,"2021-02-14 23:34:09",NULL,0,24,NULL,2,0,1,2,15,24,NULL,NULL,1,0,39,10
448,"2021-02-14 23:34:09",NULL,0,24,NULL,2,0,0,3,11,47,NULL,NULL,2,1,39,37
449,"2021-02-14 23:34:09",NULL,0,6,NULL,2,0,0,4,2,7,NULL,NULL,0,0,39,26
450,"2021-02-14 23:34:09",NULL,0,18,NULL,2,0,0,5,8,20,NULL,NULL,0,1,39,29
451,"2021-02-14 23:34:09",NULL,0,24,NULL,2,0,0,6,7,24,NULL,NULL,1,0,39,39
452,"2021-02-14 23:34:13",NULL,0,24,NULL,1,0,0,1,12,29,NULL,NULL,1,0,40,144
453,"2021-02-14 23:34:13",NULL,0,24,NULL,1,0,0,2,8,37,NULL,NULL,2,1,40,126
454,"2021-02-14 23:34:13",NULL,0,24,NULL,1,0,0,3,5,39,NULL,NULL,1,0,40,109
455,"2021-02-14 23:34:13",NULL,0,18,NULL,1,0,0,4,3,28,NULL,NULL,0,0,40,147
456,"2021-02-14 23:34:13",NULL,0,24,NULL,1,0,0,5,6,41,NULL,NULL,1,1,40,113
457,"2021-02-14 23:34:13",NULL,0,6,NULL,1,0,0,6,1,16,NULL,NULL,0,2,40,125
458,"2021-02-14 23:34:13",NULL,0,6,NULL,2,0,0,1,3,3,NULL,NULL,0,0,40,180
459,"2021-02-14 23:34:13",NULL,0,24,NULL,2,0,0,2,4,51,NULL,NULL,1,0,40,185
460,"2021-02-14 23:34:13",NULL,0,20,NULL,2,0,0,3,4,36,NULL,NULL,0,0,40,175
461,"2021-02-14 23:34:13",NULL,0,24,NULL,2,0,1,4,8,47,NULL,NULL,2,0,40,196
462,"2021-02-14 23:34:13",NULL,0,24,NULL,2,0,0,5,8,31,NULL,NULL,0,0,40,178
463,"2021-02-14 23:34:13",NULL,0,18,NULL,2,0,0,6,4,25,NULL,NULL,1,0,40,151
464,"2021-02-14 23:34:15",NULL,0,24,NULL,1,0,0,1,11,30,NULL,NULL,1,2,41,2
465,"2021-02-14 23:34:15",NULL,0,24,NULL,1,0,0,2,9,39,NULL,NULL,2,0,41,30
466,"2021-02-14 23:34:15",NULL,0,24,NULL,1,0,0,3,5,33,NULL,NULL,0,0,41,24
467,"2021-02-14 23:34:15",NULL,0,24,NULL,1,0,0,4,4,34,NULL,NULL,0,1,41,41
468,"2021-02-14 23:34:15",NULL,0,24,NULL,1,0,0,5,5,38,NULL,NULL,0,0,41,36
469,"2021-02-14 23:34:15",NULL,0,24,NULL,2,1,0,1,15,18,NULL,NULL,1,0,41,66
470,"2021-02-14 23:34:15",NULL,0,24,NULL,2,0,0,2,12,26,NULL,NULL,0,0,41,85
471,"2021-02-14 23:34:15",NULL,0,24,NULL,2,0,0,3,7,27,NULL,NULL,0,0,41,94
472,"2021-02-14 23:34:15",NULL,0,23,NULL,2,0,0,4,4,54,NULL,NULL,1,1,41,71
473,"2021-02-14 23:34:15",NULL,0,24,NULL,2,0,0,5,7,44,NULL,NULL,1,1,41,63
474,"2021-02-14 23:34:18",NULL,0,24,NULL,1,0,2,1,8,46,NULL,NULL,0,0,42,176
475,"2021-02-14 23:34:18",NULL,0,24,NULL,1,0,0,2,10,53,NULL,NULL,1,1,42,160
476,"2021-02-14 23:34:18",NULL,0,24,NULL,1,0,0,3,7,31,NULL,NULL,1,0,42,189
477,"2021-02-14 23:34:18",NULL,0,24,NULL,1,0,0,4,10,15,NULL,NULL,1,0,42,191
478,"2021-02-14 23:34:18",NULL,0,24,NULL,1,0,0,5,6,51,NULL,NULL,1,2,42,152
479,"2021-02-14 23:34:18",NULL,0,18,NULL,2,0,0,1,7,33,NULL,NULL,0,1,42,52
480,"2021-02-14 23:34:18",NULL,0,24,NULL,2,0,0,2,11,36,NULL,NULL,3,3,42,37
481,"2021-02-14 23:34:18",NULL,0,24,NULL,2,0,0,3,10,33,NULL,NULL,2,0,42,10
482,"2021-02-14 23:34:18",NULL,0,12,NULL,2,0,0,4,2,27,NULL,NULL,0,0,42,39
483,"2021-02-14 23:34:18",NULL,0,12,NULL,2,0,0,5,3,13,NULL,NULL,1,0,42,29
484,"2021-02-14 23:34:18",NULL,0,18,NULL,2,0,0,6,6,22,NULL,NULL,1,0,42,12
485,"2021-02-14 23:34:18",NULL,0,12,NULL,2,0,0,7,6,21,NULL,NULL,0,0,42,25
486,"2021-02-14 23:34:22",NULL,0,24,NULL,1,1,0,1,17,20,NULL,NULL,2,0,43,163
487,"2021-02-14 23:34:22",NULL,0,24,NULL,1,0,1,2,8,32,NULL,NULL,1,0,43,182
488,"2021-02-14 23:34:22",NULL,0,24,NULL,1,0,0,3,12,28,NULL,NULL,0,1,43,178
489,"2021-02-14 23:34:22",NULL,0,18,NULL,1,0,0,4,9,31,NULL,NULL,1,0,43,196
490,"2021-02-14 23:34:22",NULL,0,6,NULL,1,0,0,5,2,7,NULL,NULL,0,0,43,151
491,"2021-02-14 23:34:22",NULL,0,24,NULL,1,0,0,6,7,50,NULL,NULL,1,1,43,175
